"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","CANCELLED","CANCELLATION_CODE","AIR_TIME","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","FlightDate","DepartureHour"
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",4031,11066,"CMH",14107,"PHX",1620,1639,19,19,1,1,8,1647,1830,7,1840,1837,-3,0,0,-1,0,"",223,1670,NA,NA,NA,NA,NA,2024-12-22,16
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",4085,11066,"CMH",14635,"RSW",2010,2048,38,38,1,2,7,2055,2302,3,2240,2305,25,25,1,1,0,"",127,930,1,0,0,0,24,2024-12-22,20
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",410,11066,"CMH",10821,"BWI",1235,1255,20,20,1,1,11,1306,1401,4,1355,1405,10,10,0,0,0,"",55,337,NA,NA,NA,NA,NA,2024-12-22,12
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",4298,11066,"CMH",10821,"BWI",600,602,2,2,0,0,24,626,721,7,720,728,8,8,0,0,0,"",55,337,NA,NA,NA,NA,NA,2024-12-22,6
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",4367,11066,"CMH",10397,"ATL",530,530,0,0,0,0,10,540,644,21,710,705,-5,0,0,-1,0,"",64,447,NA,NA,NA,NA,NA,2024-12-22,5
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",4395,11066,"CMH",14107,"PHX",500,506,6,6,0,0,14,520,704,8,730,712,-18,0,0,-2,0,"",224,1670,NA,NA,NA,NA,NA,2024-12-22,5
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",4609,11066,"CMH",10693,"BNA",2140,2135,-5,0,0,-1,6,2141,2140,7,2205,2147,-18,0,0,-2,0,"",59,337,NA,NA,NA,NA,NA,2024-12-22,21
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",4653,11066,"CMH",13204,"MCO",1035,1038,3,3,0,0,9,1047,1234,7,1255,1241,-14,0,0,-1,0,"",107,802,NA,NA,NA,NA,NA,2024-12-22,10
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",4684,11066,"CMH",11278,"DCA",1345,1349,4,4,0,0,7,1356,1447,3,1500,1450,-10,0,0,-1,0,"",51,323,NA,NA,NA,NA,NA,2024-12-22,13
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",487,11066,"CMH",15304,"TPA",1215,1250,35,35,1,2,7,1257,1449,5,1435,1454,19,19,1,1,0,"",112,829,2,0,0,0,17,2024-12-22,12
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",5414,11066,"CMH",13204,"MCO",1125,1120,-5,0,0,-1,8,1128,1317,5,1345,1322,-23,0,0,-2,0,"",109,802,NA,NA,NA,NA,NA,2024-12-22,11
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",555,11066,"CMH",11697,"FLL",915,912,-3,0,0,-1,7,919,1136,4,1150,1140,-10,0,0,-1,0,"",137,973,NA,NA,NA,NA,NA,2024-12-22,9
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",586,11066,"CMH",13232,"MDW",1350,1415,25,25,1,1,11,1426,1417,4,1405,1421,16,16,1,1,0,"",51,283,3,0,0,0,13,2024-12-22,13
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",6308,11066,"CMH",15304,"TPA",1510,1550,40,40,1,2,10,1600,1759,3,1730,1802,32,32,1,2,0,"",119,829,1,0,0,0,31,2024-12-22,15
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",6318,11066,"CMH",13204,"MCO",800,800,0,0,0,0,16,816,1003,6,1025,1009,-16,0,0,-2,0,"",107,802,NA,NA,NA,NA,NA,2024-12-22,8
2024,12,22,7,"12/22/2024 12:00:00 AM","WN",800,11066,"CMH",15016,"STL",2120,2157,37,37,1,2,9,2206,2211,4,2150,2215,25,25,1,1,0,"",65,409,0,0,0,0,25,2024-12-22,21
2024,12,22,7,"12/22/2024 12:00:00 AM","YV",6048,11066,"CMH",12264,"IAD",1029,1032,3,3,0,0,8,1040,1134,8,1148,1142,-6,0,0,-1,0,"",54,299,NA,NA,NA,NA,NA,2024-12-22,10
2024,12,22,7,"12/22/2024 12:00:00 AM","YV",6120,11066,"CMH",12264,"IAD",1953,1948,-5,0,0,-1,11,1959,2051,16,2113,2107,-6,0,0,-1,0,"",52,299,NA,NA,NA,NA,NA,2024-12-22,19
2024,12,22,7,"12/22/2024 12:00:00 AM","YV",6253,11066,"CMH",12266,"IAH",1640,1630,-10,0,0,-1,12,1642,1809,9,1856,1818,-38,0,0,-2,0,"",147,986,NA,NA,NA,NA,NA,2024-12-22,16
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",3423,11066,"CMH",11618,"EWR",908,901,-7,0,0,-1,25,926,1041,8,1102,1049,-13,0,0,-1,0,"",75,463,NA,NA,NA,NA,NA,2024-12-22,9
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",3428,11066,"CMH",12264,"IAD",1450,1456,6,6,0,0,11,1507,1602,9,1612,1611,-1,0,0,-1,0,"",55,299,NA,NA,NA,NA,NA,2024-12-22,14
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",3430,11066,"CMH",12264,"IAD",605,604,-1,0,0,-1,24,628,720,9,734,729,-5,0,0,-1,0,"",52,299,NA,NA,NA,NA,NA,2024-12-22,6
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",3438,11066,"CMH",13930,"ORD",900,851,-9,0,0,-1,23,914,908,21,936,929,-7,0,0,-1,0,"",54,296,NA,NA,NA,NA,NA,2024-12-22,9
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",3442,11066,"CMH",13930,"ORD",1125,1139,14,14,0,0,18,1157,1149,14,1201,1203,2,2,0,0,0,"",52,296,NA,NA,NA,NA,NA,2024-12-22,11
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",3480,11066,"CMH",13930,"ORD",1335,1428,53,53,1,3,11,1439,1435,18,1411,1453,42,42,1,2,0,"",56,296,3,0,0,0,39,2024-12-22,13
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",3524,11066,"CMH",13930,"ORD",600,601,1,1,0,0,11,612,606,15,639,621,-18,0,0,-2,0,"",54,296,NA,NA,NA,NA,NA,2024-12-22,6
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",3559,11066,"CMH",11618,"EWR",600,600,0,0,0,0,46,646,804,13,749,817,28,28,1,1,0,"",78,463,0,0,28,0,0,2024-12-22,6
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",3564,11066,"CMH",11618,"EWR",1035,1031,-4,0,0,-1,22,1053,1212,9,1229,1221,-8,0,0,-1,0,"",79,463,NA,NA,NA,NA,NA,2024-12-22,10
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",3591,11066,"CMH",11618,"EWR",1405,1359,-6,0,0,-1,15,1414,1534,7,1559,1541,-18,0,0,-2,0,"",80,463,NA,NA,NA,NA,NA,2024-12-22,14
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",3675,11066,"CMH",11618,"EWR",1641,1636,-5,0,0,-1,13,1649,1808,10,1829,1818,-11,0,0,-1,0,"",79,463,NA,NA,NA,NA,NA,2024-12-22,16
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",4388,11066,"CMH",12478,"JFK",1425,1445,20,20,1,1,11,1456,1614,14,1622,1628,6,6,0,0,0,"",78,483,NA,NA,NA,NA,NA,2024-12-22,14
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",4389,11066,"CMH",10721,"BOS",1026,1020,-6,0,0,-1,9,1029,1203,7,1220,1210,-10,0,0,-1,0,"",94,640,NA,NA,NA,NA,NA,2024-12-22,10
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",4396,11066,"CMH",11278,"DCA",1740,1735,-5,0,0,-1,12,1747,1843,4,1859,1847,-12,0,0,-1,0,"",56,323,NA,NA,NA,NA,NA,2024-12-22,17
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",4469,11066,"CMH",14100,"PHL",759,749,-10,0,0,-1,29,818,924,21,938,945,7,7,0,0,0,"",66,406,NA,NA,NA,NA,NA,2024-12-22,7
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",4502,11066,"CMH",12953,"LGA",609,603,-6,0,0,-1,36,639,752,19,759,811,12,12,0,0,0,"",73,479,NA,NA,NA,NA,NA,2024-12-22,6
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",4642,11066,"CMH",10721,"BOS",700,656,-4,0,0,-1,25,721,859,11,902,910,8,8,0,0,0,"",98,640,NA,NA,NA,NA,NA,2024-12-22,7
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",4700,11066,"CMH",11278,"DCA",1052,1046,-6,0,0,-1,11,1057,1148,5,1210,1153,-17,0,0,-2,0,"",51,323,NA,NA,NA,NA,NA,2024-12-22,10
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",4745,11066,"CMH",12953,"LGA",1034,1030,-4,0,0,-1,20,1050,1204,9,1217,1213,-4,0,0,-1,0,"",74,479,NA,NA,NA,NA,NA,2024-12-22,10
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",4791,11066,"CMH",12953,"LGA",1702,1713,11,11,0,0,11,1724,1838,5,1846,1843,-3,0,0,-1,0,"",74,479,NA,NA,NA,NA,NA,2024-12-22,17
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",4808,11066,"CMH",12478,"JFK",839,841,2,2,0,0,27,908,1035,7,1044,1042,-2,0,0,-1,0,"",87,483,NA,NA,NA,NA,NA,2024-12-22,8
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",5650,11066,"CMH",12478,"JFK",1529,1521,-8,0,0,-1,15,1536,1700,28,1726,1728,2,2,0,0,0,"",84,483,NA,NA,NA,NA,NA,2024-12-22,15
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",5656,11066,"CMH",12478,"JFK",725,723,-2,0,0,-1,9,732,854,10,920,904,-16,0,0,-2,0,"",82,483,NA,NA,NA,NA,NA,2024-12-22,7
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",5663,11066,"CMH",10721,"BOS",605,556,-9,0,0,-1,13,609,740,40,810,820,10,10,0,0,0,"",91,640,NA,NA,NA,NA,NA,2024-12-22,6
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",5668,11066,"CMH",10721,"BOS",1527,1518,-9,0,0,-1,12,1530,1702,8,1735,1710,-25,0,0,-2,0,"",92,640,NA,NA,NA,NA,NA,2024-12-22,15
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",5691,11066,"CMH",12953,"LGA",810,809,-1,0,0,-1,26,835,948,11,959,959,0,0,0,0,0,"",73,479,NA,NA,NA,NA,NA,2024-12-22,8
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",5769,11066,"CMH",11433,"DTW",1032,1028,-4,0,0,-1,10,1038,1118,7,1145,1125,-20,0,0,-2,0,"",40,155,NA,NA,NA,NA,NA,2024-12-22,10
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",5815,11066,"CMH",12953,"LGA",1100,1054,-6,0,0,-1,10,1104,1218,5,1248,1223,-25,0,0,-2,0,"",74,479,NA,NA,NA,NA,NA,2024-12-22,11
2024,12,22,7,"12/22/2024 12:00:00 AM","YX",5856,11066,"CMH",11433,"DTW",630,625,-5,0,0,-1,13,638,714,11,741,725,-16,0,0,-2,0,"",36,155,NA,NA,NA,NA,NA,2024-12-22,6
2024,12,22,7,"12/22/2024 12:00:00 AM","ZW",6039,11066,"CMH",13930,"ORD",1500,1446,-14,0,0,-1,18,1504,1503,10,1530,1513,-17,0,0,-2,0,"",59,296,NA,NA,NA,NA,NA,2024-12-22,15
2024,12,22,7,"12/22/2024 12:00:00 AM","ZW",6068,11066,"CMH",13930,"ORD",1815,1807,-8,0,0,-1,17,1824,1828,28,1846,1856,10,10,0,0,0,"",64,296,NA,NA,NA,NA,NA,2024-12-22,18
2024,12,23,1,"12/23/2024 12:00:00 AM","9E",4785,11066,"CMH",13487,"MSP",645,641,-4,0,0,-1,15,656,732,7,758,739,-19,0,0,-2,0,"",96,626,NA,NA,NA,NA,NA,2024-12-23,6
2024,12,23,1,"12/23/2024 12:00:00 AM","9E",5183,11066,"CMH",11433,"DTW",1755,1752,-3,0,0,-1,19,1811,1859,11,1909,1910,1,1,0,0,0,"",48,155,NA,NA,NA,NA,NA,2024-12-23,17
2024,12,23,1,"12/23/2024 12:00:00 AM","AA",1492,11066,"CMH",11298,"DFW",1947,1937,-10,0,0,-1,13,1950,2103,17,2150,2120,-30,0,0,-2,0,"",133,926,NA,NA,NA,NA,NA,2024-12-23,19
2024,12,23,1,"12/23/2024 12:00:00 AM","AA",1565,11066,"CMH",11298,"DFW",1138,1153,15,15,1,1,16,1209,1321,11,1339,1332,-7,0,0,-1,0,"",132,926,NA,NA,NA,NA,NA,2024-12-23,11
2024,12,23,1,"12/23/2024 12:00:00 AM","AA",1568,11066,"CMH",11298,"DFW",1529,1537,8,8,0,0,12,1549,1659,12,1728,1711,-17,0,0,-2,0,"",130,926,NA,NA,NA,NA,NA,2024-12-23,15
2024,12,23,1,"12/23/2024 12:00:00 AM","AA",1573,11066,"CMH",11057,"CLT",2004,2003,-1,0,0,-1,19,2022,2119,19,2142,2138,-4,0,0,-1,0,"",57,347,NA,NA,NA,NA,NA,2024-12-23,20
2024,12,23,1,"12/23/2024 12:00:00 AM","AA",1583,11066,"CMH",11298,"DFW",503,458,-5,0,0,-1,12,510,616,8,714,624,-50,0,0,-2,0,"",126,926,NA,NA,NA,NA,NA,2024-12-23,5
2024,12,23,1,"12/23/2024 12:00:00 AM","AA",1958,11066,"CMH",14107,"PHX",746,745,-1,0,0,-1,12,757,949,10,1018,959,-19,0,0,-2,0,"",232,1670,NA,NA,NA,NA,NA,2024-12-23,7
2024,12,23,1,"12/23/2024 12:00:00 AM","AA",2900,11066,"CMH",14107,"PHX",1755,1756,1,1,0,0,13,1809,1954,4,2027,1958,-29,0,0,-2,0,"",225,1670,NA,NA,NA,NA,NA,2024-12-23,17
2024,12,23,1,"12/23/2024 12:00:00 AM","AA",3254,11066,"CMH",11057,"CLT",840,839,-1,0,0,-1,16,855,957,15,1022,1012,-10,0,0,-1,0,"",62,347,NA,NA,NA,NA,NA,2024-12-23,8
2024,12,23,1,"12/23/2024 12:00:00 AM","AA",848,11066,"CMH",11057,"CLT",630,622,-8,0,0,-1,29,651,749,15,813,804,-9,0,0,-1,0,"",58,347,NA,NA,NA,NA,NA,2024-12-23,6
2024,12,23,1,"12/23/2024 12:00:00 AM","AS",345,11066,"CMH",14747,"SEA",853,845,-8,0,0,-1,18,903,1037,7,1119,1044,-35,0,0,-2,0,"",274,2016,NA,NA,NA,NA,NA,2024-12-23,8
2024,12,23,1,"12/23/2024 12:00:00 AM","DL",1479,11066,"CMH",10397,"ATL",1115,1117,2,2,0,0,8,1125,1234,8,1254,1242,-12,0,0,-1,0,"",69,447,NA,NA,NA,NA,NA,2024-12-23,11
2024,12,23,1,"12/23/2024 12:00:00 AM","DL",1481,11066,"CMH",10397,"ATL",1809,949,940,940,1,12,11,1000,1108,17,1958,1125,927,927,1,12,0,"",68,447,927,0,0,0,0,2024-12-23,18
2024,12,23,1,"12/23/2024 12:00:00 AM","DL",1522,11066,"CMH",10397,"ATL",1309,1307,-2,0,0,-1,10,1317,1425,7,1445,1432,-13,0,0,-1,0,"",68,447,NA,NA,NA,NA,NA,2024-12-23,13
2024,12,23,1,"12/23/2024 12:00:00 AM","DL",2142,11066,"CMH",14869,"SLC",715,720,5,5,0,0,8,728,901,8,930,909,-21,0,0,-2,0,"",213,1528,NA,NA,NA,NA,NA,2024-12-23,7
2024,12,23,1,"12/23/2024 12:00:00 AM","DL",2200,11066,"CMH",10397,"ATL",1558,1550,-8,0,0,-1,12,1602,1712,7,1743,1719,-24,0,0,-2,0,"",70,447,NA,NA,NA,NA,NA,2024-12-23,15
2024,12,23,1,"12/23/2024 12:00:00 AM","DL",2469,11066,"CMH",10397,"ATL",600,608,8,8,0,0,13,621,728,5,741,733,-8,0,0,-1,0,"",67,447,NA,NA,NA,NA,NA,2024-12-23,6
2024,12,23,1,"12/23/2024 12:00:00 AM","DL",2748,11066,"CMH",10397,"ATL",815,814,-1,0,0,-1,11,825,932,28,957,1000,3,3,0,0,0,"",67,447,NA,NA,NA,NA,NA,2024-12-23,8
2024,12,23,1,"12/23/2024 12:00:00 AM","DL",2909,11066,"CMH",10397,"ATL",700,700,0,0,0,0,13,713,824,14,844,838,-6,0,0,-1,0,"",71,447,NA,NA,NA,NA,NA,2024-12-23,7
2024,12,23,1,"12/23/2024 12:00:00 AM","F9",1612,11066,"CMH",13204,"MCO",1125,1132,7,7,0,0,12,1144,1337,13,1346,1350,4,4,0,0,0,"",113,802,NA,NA,NA,NA,NA,2024-12-23,11
2024,12,23,1,"12/23/2024 12:00:00 AM","MQ",3347,11066,"CMH",13303,"MIA",1912,1905,-7,0,0,-1,13,1918,2136,5,2155,2141,-14,0,0,-1,0,"",138,990,NA,NA,NA,NA,NA,2024-12-23,19
2024,12,23,1,"12/23/2024 12:00:00 AM","MQ",3348,11066,"CMH",10721,"BOS",1920,1912,-8,0,0,-1,13,1925,2047,8,2112,2055,-17,0,0,-2,0,"",82,640,NA,NA,NA,NA,NA,2024-12-23,19
2024,12,23,1,"12/23/2024 12:00:00 AM","MQ",3510,11066,"CMH",11298,"DFW",700,659,-1,0,0,-1,12,711,820,19,907,839,-28,0,0,-2,0,"",129,926,NA,NA,NA,NA,NA,2024-12-23,7
2024,12,23,1,"12/23/2024 12:00:00 AM","MQ",3572,11066,"CMH",13930,"ORD",819,816,-3,0,0,-1,13,829,825,14,855,839,-16,0,0,-2,0,"",56,296,NA,NA,NA,NA,NA,2024-12-23,8
2024,12,23,1,"12/23/2024 12:00:00 AM","MQ",3667,11066,"CMH",13303,"MIA",612,605,-7,0,0,-1,10,615,828,5,904,833,-31,0,0,-2,0,"",133,990,NA,NA,NA,NA,NA,2024-12-23,6
2024,12,23,1,"12/23/2024 12:00:00 AM","MQ",3853,11066,"CMH",13930,"ORD",1725,1738,13,13,0,0,13,1751,1746,10,1752,1756,4,4,0,0,0,"",55,296,NA,NA,NA,NA,NA,2024-12-23,17
2024,12,23,1,"12/23/2024 12:00:00 AM","MQ",3942,11066,"CMH",13930,"ORD",727,721,-6,0,0,-1,11,732,725,13,803,738,-25,0,0,-2,0,"",53,296,NA,NA,NA,NA,NA,2024-12-23,7
2024,12,23,1,"12/23/2024 12:00:00 AM","MQ",3955,11066,"CMH",13930,"ORD",1211,1202,-9,0,0,-1,13,1215,1205,12,1238,1217,-21,0,0,-2,0,"",50,296,NA,NA,NA,NA,NA,2024-12-23,12
2024,12,23,1,"12/23/2024 12:00:00 AM","MQ",4035,11066,"CMH",11278,"DCA",603,553,-10,0,0,-1,14,607,656,7,736,703,-33,0,0,-2,0,"",49,323,NA,NA,NA,NA,NA,2024-12-23,6
2024,12,23,1,"12/23/2024 12:00:00 AM","MQ",4086,11066,"CMH",13303,"MIA",1200,1153,-7,0,0,-1,13,1206,1417,4,1443,1421,-22,0,0,-2,0,"",131,990,NA,NA,NA,NA,NA,2024-12-23,12
2024,12,23,1,"12/23/2024 12:00:00 AM","NK",123,11066,"CMH",11697,"FLL",500,506,6,6,0,0,10,516,730,9,745,739,-6,0,0,-1,0,"",134,973,NA,NA,NA,NA,NA,2024-12-23,5
2024,12,23,1,"12/23/2024 12:00:00 AM","NK",1507,11066,"CMH",12889,"LAS",2036,2039,3,3,0,0,18,2057,2152,8,2210,2200,-10,0,0,-1,0,"",235,1771,NA,NA,NA,NA,NA,2024-12-23,20
2024,12,23,1,"12/23/2024 12:00:00 AM","NK",1992,11066,"CMH",11697,"FLL",2133,2209,36,36,1,2,11,2220,27,7,15,34,19,19,1,1,0,"",127,973,3,0,1,0,15,2024-12-23,21
2024,12,23,1,"12/23/2024 12:00:00 AM","NK",2022,11066,"CMH",12953,"LGA",1340,1335,-5,0,0,-1,10,1345,1502,6,1530,1508,-22,0,0,-2,0,"",77,479,NA,NA,NA,NA,NA,2024-12-23,13
2024,12,23,1,"12/23/2024 12:00:00 AM","NK",2024,11066,"CMH",13204,"MCO",2004,1959,-5,0,0,-1,17,2016,2214,4,2228,2218,-10,0,0,-1,0,"",118,802,NA,NA,NA,NA,NA,2024-12-23,20
2024,12,23,1,"12/23/2024 12:00:00 AM","NK",2397,11066,"CMH",12892,"LAX",1722,2303,341,341,1,12,28,2331,51,11,1931,102,331,331,1,12,0,"",260,1995,43,0,1,0,287,2024-12-23,17
2024,12,23,1,"12/23/2024 12:00:00 AM","OH",5505,11066,"CMH",11057,"CLT",1115,1119,4,4,0,0,9,1128,1226,12,1253,1238,-15,0,0,-1,0,"",58,347,NA,NA,NA,NA,NA,2024-12-23,11
2024,12,23,1,"12/23/2024 12:00:00 AM","OH",5557,11066,"CMH",11057,"CLT",1552,1542,-10,0,0,-1,10,1552,1649,19,1729,1708,-21,0,0,-2,0,"",57,347,NA,NA,NA,NA,NA,2024-12-23,15
2024,12,23,1,"12/23/2024 12:00:00 AM","OH",5558,11066,"CMH",11057,"CLT",1802,1807,5,5,0,0,17,1824,1925,19,1940,1944,4,4,0,0,0,"",61,347,NA,NA,NA,NA,NA,2024-12-23,18
2024,12,23,1,"12/23/2024 12:00:00 AM","OH",5616,11066,"CMH",14100,"PHL",1612,1606,-6,0,0,-1,13,1619,1721,8,1742,1729,-13,0,0,-1,0,"",62,406,NA,NA,NA,NA,NA,2024-12-23,16
2024,12,23,1,"12/23/2024 12:00:00 AM","OH",5675,11066,"CMH",14100,"PHL",600,553,-7,0,0,-1,33,626,731,8,730,739,9,9,0,0,0,"",65,406,NA,NA,NA,NA,NA,2024-12-23,6
2024,12,23,1,"12/23/2024 12:00:00 AM","OO",3714,11066,"CMH",13487,"MSP",1100,1135,35,35,1,2,17,1152,1227,7,1215,1234,19,19,1,1,0,"",95,626,19,0,0,0,0,2024-12-23,11
2024,12,23,1,"12/23/2024 12:00:00 AM","OO",4125,11066,"CMH",13487,"MSP",1640,1629,-11,0,0,-1,12,1641,1716,7,1755,1723,-32,0,0,-2,0,"",95,626,NA,NA,NA,NA,NA,2024-12-23,16
2024,12,23,1,"12/23/2024 12:00:00 AM","PT",5797,11066,"CMH",14100,"PHL",1105,1100,-5,0,0,-1,14,1114,1220,4,1238,1224,-14,0,0,-1,0,"",66,406,NA,NA,NA,NA,NA,2024-12-23,11
2024,12,23,1,"12/23/2024 12:00:00 AM","UA",1389,11066,"CMH",11292,"DEN",1531,1824,173,173,1,11,10,1834,1916,12,1658,1928,150,150,1,10,0,"",162,1154,21,0,0,0,129,2024-12-23,15
2024,12,23,1,"12/23/2024 12:00:00 AM","UA",1460,11066,"CMH",13930,"ORD",1825,1902,37,37,1,2,9,1911,1902,9,1855,1911,16,16,1,1,0,"",51,296,15,0,0,0,1,2024-12-23,18
2024,12,23,1,"12/23/2024 12:00:00 AM","UA",2205,11066,"CMH",12266,"IAH",615,636,21,21,1,1,13,649,812,10,826,822,-4,0,0,-1,0,"",143,986,NA,NA,NA,NA,NA,2024-12-23,6
2024,12,23,1,"12/23/2024 12:00:00 AM","UA",307,11066,"CMH",13930,"ORD",700,659,-1,0,0,-1,10,709,700,15,734,715,-19,0,0,-2,0,"",51,296,NA,NA,NA,NA,NA,2024-12-23,7
2024,12,23,1,"12/23/2024 12:00:00 AM","UA",728,11066,"CMH",11292,"DEN",901,900,-1,0,0,-1,9,909,957,12,1030,1009,-21,0,0,-2,0,"",168,1154,NA,NA,NA,NA,NA,2024-12-23,9
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",1137,11066,"CMH",10397,"ATL",1855,1921,26,26,1,1,9,1930,2041,6,2030,2047,17,17,1,1,0,"",71,447,0,0,0,0,17,2024-12-23,18
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",1484,11066,"CMH",15304,"TPA",510,510,0,0,0,0,10,520,712,5,740,717,-23,0,0,-2,0,"",112,829,NA,NA,NA,NA,NA,2024-12-23,5
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",1640,11066,"CMH",11292,"DEN",1840,1924,44,44,1,2,9,1933,2012,8,1950,2020,30,30,1,2,0,"",159,1154,0,0,0,0,30,2024-12-23,18
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",1684,11066,"CMH",15304,"TPA",2115,2108,-7,0,0,-1,8,2116,2312,5,2330,2317,-13,0,0,-1,0,"",116,829,NA,NA,NA,NA,NA,2024-12-23,21
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",1765,11066,"CMH",11292,"DEN",610,610,0,0,0,0,9,619,702,6,730,708,-22,0,0,-2,0,"",163,1154,NA,NA,NA,NA,NA,2024-12-23,6
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",1769,11066,"CMH",13204,"MCO",2145,2145,0,0,0,0,11,2156,2344,7,5,2351,-14,0,0,-1,0,"",108,802,NA,NA,NA,NA,NA,2024-12-23,21
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",1957,11066,"CMH",13204,"MCO",540,535,-5,0,0,-1,10,545,731,7,800,738,-22,0,0,-2,0,"",106,802,NA,NA,NA,NA,NA,2024-12-23,5
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",1980,11066,"CMH",13232,"MDW",2020,2022,2,2,0,0,8,2030,2020,4,2035,2024,-11,0,0,-1,0,"",50,283,NA,NA,NA,NA,NA,2024-12-23,20
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",2241,11066,"CMH",12889,"LAS",1720,1718,-2,0,0,-1,9,1727,1824,5,1850,1829,-21,0,0,-2,0,"",237,1771,NA,NA,NA,NA,NA,2024-12-23,17
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",2328,11066,"CMH",13232,"MDW",1700,1656,-4,0,0,-1,8,1704,1654,6,1715,1700,-15,0,0,-1,0,"",50,283,NA,NA,NA,NA,NA,2024-12-23,17
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",2389,11066,"CMH",10821,"BWI",1915,1912,-3,0,0,-1,9,1921,2008,5,2035,2013,-22,0,0,-2,0,"",47,337,NA,NA,NA,NA,NA,2024-12-23,19
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",246,11066,"CMH",14635,"RSW",1210,1555,225,225,1,12,9,1604,1814,3,1440,1817,217,217,1,12,0,"",130,930,2,0,0,0,215,2024-12-23,12
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",2474,11066,"CMH",11292,"DEN",1230,1241,11,11,0,0,10,1251,1339,5,1345,1344,-1,0,0,-1,0,"",168,1154,NA,NA,NA,NA,NA,2024-12-23,12
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",2505,11066,"CMH",10423,"AUS",1015,1012,-3,0,0,-1,7,1019,1150,15,1220,1205,-15,0,0,-1,0,"",151,1073,NA,NA,NA,NA,NA,2024-12-23,10
2024,12,23,1,"12/23/2024 12:00:00 AM","WN",2644,11066,"CMH",11259,"DAL",1525,1549,24,24,1,1,5,1554,1701,3,1705,1704,-1,0,0,-1,0,"",127,919,NA,NA,NA,NA,NA,2024-12-23,15
